municipio,def_mean,ppt_std,ws_std,dtr_mean
Xanxerê,1.8633333333333333,92.70856919695383,0.3651949357091353,12.179583333333332
Navegantes,1.7944444444444447,62.06526226827062,0.4795397625662961,8.983333333333333
Caibi,12.290000000000001,94.84645534310327,0.3280140938751467,11.833333333333332
Camboriú,1.925,60.437796087639775,0.4716967991913332,9.006818181818183
Calmon,1.647142857142857,45.25654192802048,0.37026028432086844,11.544761904761904
Orleans,1.1586111111111113,46.88213176291832,0.4817159274627213,9.661388888888887
Zortéa,7.439166666666667,66.12633192903112,0.406164725811988,10.578333333333331
Campo Erê,1.3689999999999998,78.03907271555397,0.42729157414816754,12.689999999999998
Otacílio Costa,1.1161111111111113,45.078724718643926,0.4019569509320823,9.957777777777778
Novo Horizonte,1.6020833333333335,72.26320357150749,0.4198638880300636,12.834375
Nova Veneza,3.4266666666666663,42.678099465530735,0.4698238792122166,10.093888888888888
Campo Belo do Sul,4.931944444444444,62.25485092364264,0.41443566815419824,9.960339506172838
Vargeão,1.1944444444444444,77.46889464634903,0.4143324550067245,12.143055555555556
Modelo,5.558333333333334,85.46112317296384,0.38071820591450584,11.913888888888888
Vidal Ramos,1.1851851851851853,50.42047174166814,0.42565305613310694,9.190277777777778
Mondaí,15.065972222222221,101.55002256541938,0.3157572584045425,12.009027777777778
Botuverá,1.6902777777777775,55.35321635346807,0.4097952477915572,8.852777777777776
Vargem Bonita,1.2798245614035089,62.95010616868893,0.4283081311702331,11.43640350877193
Braço do Norte,2.5704545454545458,46.49507777503993,0.4979653461428406,8.797727272727272
Vargem,3.1348039215686274,63.203915018340815,0.4234070271483072,10.467647058823532
Urussanga,2.9934523809523816,48.11592507404185,0.4867871978051538,10.276190476190477
Meleiro,6.225694444444445,40.55868063443783,0.46668614043084333,9.786805555555555
Urupema,0.6364583333333333,49.926836295717166,0.489295785379364,9.269270833333334
Bom Retiro,0.485233918128655,48.42635673789845,0.4651734840447018,9.298099415204678
Bom Jesus do Oeste,3.5805555555555557,83.24617131246168,0.39242227415539527,12.169444444444444
Mirim Doce,1.019298245614035,47.83726155166858,0.3671464210714508,10.419298245614035
Vitor Meireles,1.7508771929824563,42.66057984361013,0.3551800467112309,10.608771929824563
Caçador,1.7398333333333336,47.91093618595092,0.39154719619647876,11.408166666666666
Morro Grande,1.9601190476190478,43.42306949180819,0.46445129393845896,9.588095238095239
Witmarsum,1.9703703703703705,44.257048782355476,0.34735368670544037,10.424074074074074
Morro da Fumaça,7.879999999999999,49.9642042940266,0.523115556802804,9.866666666666667
Monte Carlo,1.9583333333333333,56.49983244683897,0.42799103792813376,10.791666666666666
Brunópolis,1.9481481481481484,61.74738700585786,0.4242149715511136,10.558333333333335
Braço do Trombudo,1.2333333333333334,46.12010912788758,0.3805373143743347,10.012500000000001
Videira,2.023245614035088,53.488016002233046,0.41182696501798083,11.134210526315789
Monte Castelo,1.2214285714285715,46.69735717304644,0.3817498572668844,11.38779761904762
Brusque,2.021354166666667,58.390253274195956,0.41397231371141774,8.765625
Trombudo Central,1.3906250000000002,47.0394358521951,0.3792598421755716,9.923958333333331
Maracajá,8.663888888888888,41.94236782543154,0.49231804400516305,9.830555555555554
Benedito Novo,1.3214912280701754,48.998969562599484,0.3569492979703349,9.799999999999999
Biguaçu,1.3685185185185187,54.87102663750565,0.4772922207400849,7.568981481481482
Major Vieira,2.0939102564102567,45.78019235317564,0.37255049862027323,11.76025641025641
Barra Velha,1.6197916666666667,65.73298907892121,0.4597580043411934,8.494791666666666
Barra Bonita,5.235416666666667,92.58307694106075,0.3824924142899242,12.543749999999998
Bandeirante,7.951190476190478,97.12953946307915,0.3478313100149767,12.56547619047619
Balneário Gaivota,7.651041666666668,43.2569001150441,0.5086489818994104,8.047916666666666
Balneário Barra do Sul,1.221666666666667,71.65799899427618,0.45602163091916725,7.77
Treze Tílias,1.7041666666666668,57.34065436890062,0.4326660849368549,11.266666666666666
Belmonte,9.189583333333333,98.49797766253357,0.33253624025040385,12.40625
Bela Vista do Toldo,2.670402298850575,45.285930988638455,0.36313002342459827,11.879022988505746
União do Oeste,6.133333333333334,82.12821832328855,0.3577438067726229,11.858333333333333
Bombinhas,1.688888888888889,61.08105033624389,0.5549900280990049,8.42222222222222
Urubici,0.09088050314465411,52.06101373290909,0.4871986302156601,9.021383647798743
Bom Jesus,1.1972222222222222,87.62701695674691,0.3977343391390736,12.53888888888889
Tunápolis,12.645238095238096,100.35601814702302,0.3226616675955505,12.253571428571425
Matos Costa,1.4893939393939395,43.42361980700878,0.3695335819853337,11.646969696969698
Marema,5.616666666666667,81.56610219983381,0.3688031112573996,11.870238095238093
Bom Jardim da Serra,0.3440972222222223,49.53016389033994,0.48517384080744724,8.828472222222224
Tubarão,7.19950980392157,59.943704042160014,0.5262548620697199,8.356372549019607
Maravilha,5.226851851851852,88.54365862436194,0.37337169943067317,12.079629629629629
Turvo,4.103472222222223,40.93033369337495,0.4579196462749057,9.26875
