municipio,def_mean,ppt_std,ws_std,dtr_mean
Dona Emma,0.13368024671438963,0.08610830853232238,0.14657205979034402,0.5888227648949996
Piratuba,0.5769186017648592,0.5165897869823913,0.24970157530043774,0.6310794171967987
Descanso,0.6178933493022891,0.9665329622600694,0.08328082463992474,0.8779499281756618
Planalto Alegre,0.7375058090868598,0.7262045089864281,0.06504901888217392,0.6778165401190231
Cocal do Sul,0.28399712062353394,0.10535312465149424,0.6648795090434645,0.6078391134824542
Cordilheira Alta,0.5275981615015782,0.7574692598945263,0.06406763700038022,0.6915657705725424
Penha,0.10461269076903343,0.3658200296054681,0.7829231489295321,0.3846706341062999
Concórdia,0.4187800422112279,0.6214382228922576,0.2259588525861992,0.6863543302201497
Celso Ramos,0.43597369259346597,0.44059153612229796,0.42553823519284295,0.5943977016211776
Paulo Lopes,0.09702332440718747,0.22783032836087702,0.7981326716452197,0.06854093987276816
Caxambu do Sul,0.9007424426710352,0.7455405571300362,0.054077225572754885,0.6804843012517954
Pedras Grandes,0.2359159070774624,0.18573617565600947,0.6818530297576293,0.5003664507050509
Chapecó,0.6743514601916301,0.7370982763074305,0.031151548504774865,0.6024662798723952
Chapadão do Lageado,0.06504749020852428,0.11891065389630737,0.5092387455641673,0.46325232329747
Cerro Negro,0.33672461864908465,0.40027342804801663,0.3893572041488706,0.5592330919644686
Petrolândia,0.07240845775466553,0.11272379121335342,0.4161309741740405,0.49244134345714496
Corupá,0.052204951085469374,0.20921232231647677,0.1417787900462095,0.5190114625780539
Criciúma,0.45666662529631513,0.0795657159179924,0.6583954589410033,0.576441617073671
Correia Pinto,0.0895674378727014,0.14385359969323158,0.394295222125491,0.5676547954405536
Peritiba,0.47845587231454695,0.5736344472440461,0.20643845659643265,0.6567822696490863
Coronel Freitas,0.52488727519445,0.6875475978960278,0.14208737925895734,0.767345111281085
Pescaria Brava,0.312638332112908,0.2951683816911712,0.9217777070615539,0.13379848142827808
Coronel Martins,0.10343415287999702,0.5135652544891107,0.3946911646441155,0.9631848963677405
Palma Sola,0.13072628869794173,0.6544394155547695,0.4205950057628083,0.961420069772214
Canoinhas,0.2468137934268027,0.09362287680486975,0.1910667217218794,0.8425610506874612
Balneário Rincão,0.8350321033927826,0.12659792289788377,0.8389761918788688,0.46901292838087405
Ouro,0.34772039020515555,0.43646842004028447,0.32264362191018175,0.6848963677406114
Campos Novos,0.2905626883774552,0.37698765550322616,0.39179872166095353,0.6362552657731088
Palhoça,0.07478380543799479,0.19821706858992513,0.8041572181058317,0.04004573304799019
Painel,0.0698551994148926,0.09760657083192703,0.5873162395924948,0.4695475606726646
Canelinha,0.12326526071825364,0.2922046788253503,0.4800262629853725,0.307408167453314
Paial,0.5742463356211138,0.8842897617807873,0.015544835442061594,0.6253847732403034
Ouro Verde,0.06621428187275308,0.7041293340467409,0.3616111920964991,0.9216909501333881
Papanduva,0.13531283402144337,0.08246620937794322,0.24319966846080648,0.7745416506083797
Catanduvas,0.09293943493365135,0.38643247967149175,0.39776808512726236,0.7370109881909594
Passos Maia,0.07929696603632042,0.41699898173661715,0.46274561440146067,0.8224502359942538
Passo de Torres,0.4329131484630224,0.07901296486455536,0.6894476757652404,0.1418017648265953
Paraíso,0.43444134417537417,0.879251469085764,0.16186259022288,0.9439770162117792
Capinzal,0.485131643413574,0.42455751389490315,0.3113540265934392,0.6502301310427719
Palmeira,0.07434527971184171,0.08131716752045809,0.37053106819033366,0.5573568643546069
Capivari de Baixo,0.46726433034501486,0.34055578539517706,0.8768763601400945,0.17443053560434998
Palmitos,0.8959136108674253,0.8637840848027818,0.05351253316710009,0.7820968386490544
Nova Itaberaba,0.6474253161729115,0.7053361580658266,0.10490918284087732,0.7211163554278679
Xavantina,0.2581839017431586,0.7693832588619206,0.1370244915965026,0.768464451616514
Capão Alto,0.22305770632133057,0.24903195800241934,0.4568990207885501,0.4967078068658203
Nova Erechim,0.5601312888105611,0.7173282890180127,0.17892045740400603,0.7771393392160887
