municipio,def_mean,ppt_std,ws_std,dtr_mean,hazard_mean,hazard_max,hazard_index
Jardinópolis,0.26207083431587913,0.652261389847697,0.2766759815318685,0.8624050892673919,0.5133533237407091,0.8624050892673919,0.6878792065040504
São Martinho,0.15106900988337696,0.1624741712197417,0.7659136893243526,0.20233942130104637,0.3204490729321294,0.7659136893243526,0.543181381128241
Alto Bela Vista,0.5658595311084358,0.636497506657067,0.1702630257882291,0.6361584239688076,0.5021946218806349,0.636497506657067,0.5693460642688509
Jaraguá do Sul,0.06707810194539085,0.3314227286049093,0.044675958733289424,0.40484867354953724,0.2120063657082817,0.40484867354953724,0.30842751962890946
São Lourenço do Oeste,0.08483335332900324,0.5060335389276426,0.40400135750025085,0.9718859019084752,0.4916885379163429,0.9718859019084752,0.7317872199124091
Águas Frias,0.5027118265423901,0.6857596092192458,0.1747287673220013,0.7919146316437512,0.5387787086818471,0.7919146316437512,0.6653466701627991
São Ludgero,0.1765583177160256,0.13037165659082545,0.6770772883946773,0.4357069567001844,0.3549285548504282,0.6770772883946773,0.5160029216225528
Jaguaruna,0.7108592805879739,0.30864271522886744,0.8877455163056641,0.31096518229701053,0.554553173604879,0.8877455163056641,0.7211493449552715
Águas Mornas,0.038365013224359465,0.1860042307660587,0.6045271476567604,0.21149837450181988,0.2600986915372496,0.6045271476567604,0.432312919597005
José Boiteux,0.11644374942253885,0.06751989930219837,0.1800988594361612,0.5876110345636305,0.23791838568113222,0.5876110345636305,0.41276471012238136
Saudades,0.5340066169996793,0.7630763670831343,0.14579880457100558,0.7896199839561215,0.5581254431524851,0.7896199839561215,0.6738727135543033
Joinville,0.08538466081518709,0.47955919420809007,0.026395333510012168,0.3040327773728566,0.2238429914765365,0.47955919420809007,0.35170109284231327
Schroeder,0.06893679575595353,0.4184958840013822,0.0,0.3407893836787741,0.20705551585902746,0.4184958840013822,0.3127756999302048
Angelina,0.03933630924061961,0.17134729598867346,0.5084239128935357,0.3041760722347631,0.25582089758939797,0.5084239128935357,0.38212240524146684
Lacerdópolis,0.28673790641199076,0.41546185121103,0.38425982500934264,0.6854093987276834,0.44296724534001164,0.6854093987276834,0.5641883220338475
Anita Garibaldi,0.371582356475908,0.43102418123429576,0.41998201245224004,0.5720936794582394,0.4486705574051708,0.5720936794582394,0.5103821184317051
Jupiá,0.08035673654119038,0.44738513048310347,0.39441068796850676,1.0,0.48053813874820017,1.0,0.7402690693741001
São Miguel do Oeste,0.4094337502085754,0.9122469057618424,0.1766140551305931,0.904268417812436,0.6006407822283617,0.9122469057618424,0.756443843995102
