municipio,def_mean,ppt_std,ws_std,dtr_mean,hazard_mean,hazard_max,hazard_index
Pedras Grandes,0.2359159070774624,0.18573617565600947,0.6818530297576293,0.5003664507050509,0.400967890799038,0.6818530297576293,0.5414104602783336
Chapecó,0.6743514601916301,0.7370982763074305,0.031151548504774865,0.6024662798723952,0.5112668912190577,0.7370982763074305,0.6241825837632441
Chapadão do Lageado,0.06504749020852428,0.11891065389630737,0.5092387455641673,0.46325232329747,0.2891123032416172,0.5092387455641673,0.3991755244028922
Cerro Negro,0.33672461864908465,0.40027342804801663,0.3893572041488706,0.5592330919644686,0.42139708570261014,0.5592330919644686,0.49031508883353936
Petrolândia,0.07240845775466553,0.11272379121335342,0.4161309741740405,0.49244134345714496,0.27342614164980106,0.49244134345714496,0.382933742553473
Corupá,0.052204951085469374,0.20921232231647677,0.1417787900462095,0.5190114625780539,0.23055188150655237,0.5190114625780539,0.3747816720423031
Criciúma,0.45666662529631513,0.0795657159179924,0.6583954589410033,0.576441617073671,0.44276735430724545,0.6583954589410033,0.5505814066241244
Correia Pinto,0.0895674378727014,0.14385359969323158,0.394295222125491,0.5676547954405536,0.2988427637829944,0.5676547954405536,0.433248779611774
Peritiba,0.47845587231454695,0.5736344472440461,0.20643845659643265,0.6567822696490863,0.478827761451028,0.6567822696490863,0.5678050155500571
Coronel Freitas,0.52488727519445,0.6875475978960278,0.14208737925895734,0.767345111281085,0.5304668409076301,0.767345111281085,0.6489059760943575
Pescaria Brava,0.312638332112908,0.2951683816911712,0.9217777070615539,0.13379848142827808,0.4158457255734778,0.9217777070615539,0.6688117163175159
Coronel Martins,0.10343415287999702,0.5135652544891107,0.3946911646441155,0.9631848963677405,0.49371886709524093,0.9631848963677405,0.7284518817314907
Palma Sola,0.13072628869794173,0.6544394155547695,0.4205950057628083,0.961420069772214,0.5417951949469333,0.961420069772214,0.7516076323595736
Canoinhas,0.2468137934268027,0.09362287680486975,0.1910667217218794,0.8425610506874612,0.3435161106602533,0.8425610506874612,0.5930385806738573
Balneário Rincão,0.8350321033927826,0.12659792289788377,0.8389761918788688,0.46901292838087405,0.5674047866376023,0.8389761918788688,0.7031904892582356
Ouro,0.34772039020515555,0.43646842004028447,0.32264362191018175,0.6848963677406114,0.4479321999740583,0.6848963677406114,0.5664142838573348
Campos Novos,0.2905626883774552,0.37698765550322616,0.39179872166095353,0.6362552657731088,0.4239010828286859,0.6362552657731088,0.5300781743008973
Palhoça,0.07478380543799479,0.19821706858992513,0.8041572181058317,0.04004573304799019,0.27930095629543544,0.8041572181058317,0.5417290872006336
Painel,0.0698551994148926,0.09760657083192703,0.5873162395924948,0.4695475606726646,0.3060813926279948,0.5873162395924948,0.44669881611024476
Canelinha,0.12326526071825364,0.2922046788253503,0.4800262629853725,0.307408167453314,0.3007260924955726,0.4800262629853725,0.3903761777404725
Paial,0.5742463356211138,0.8842897617807873,0.015544835442061594,0.6253847732403034,0.5248664265210665,0.8842897617807873,0.704578094150927
Ouro Verde,0.06621428187275308,0.7041293340467409,0.3616111920964991,0.9216909501333881,0.5134114395373452,0.9216909501333881,0.7175511948353667
Papanduva,0.13531283402144337,0.08246620937794322,0.24319966846080648,0.7745416506083797,0.30888009061714317,0.7745416506083797,0.5417108706127614
Catanduvas,0.09293943493365135,0.38643247967149175,0.39776808512726236,0.7370109881909594,0.4035377469808412,0.7370109881909594,0.5702743675859003
Passos Maia,0.07929696603632042,0.41699898173661715,0.46274561440146067,0.8224502359942538,0.445372949542163,0.8224502359942538,0.6339115927682084
Passo de Torres,0.4329131484630224,0.07901296486455536,0.6894476757652404,0.1418017648265953,0.3357938884798533,0.6894476757652404,0.5126207821225468
Paraíso,0.43444134417537417,0.879251469085764,0.16186259022288,0.9439770162117792,0.6048831049239494,0.9439770162117792,0.7744300605678642
Capinzal,0.485131643413574,0.42455751389490315,0.3113540265934392,0.6502301310427719,0.467818328736172,0.6502301310427719,0.559024229889472
Palmeira,0.07434527971184171,0.08131716752045809,0.37053106819033366,0.5573568643546069,0.2708875949443101,0.5573568643546069,0.41412222964945844
Capivari de Baixo,0.46726433034501486,0.34055578539517706,0.8768763601400945,0.17443053560434998,0.46478175287115914,0.8768763601400945,0.6708290565056269
Palmitos,0.8959136108674253,0.8637840848027818,0.05351253316710009,0.7820968386490544,0.6488267668715904,0.8959136108674253,0.7723701888695078
Nova Itaberaba,0.6474253161729115,0.7053361580658266,0.10490918284087732,0.7211163554278679,0.5446967531268708,0.7211163554278679,0.6329065542773693
Xavantina,0.2581839017431586,0.7693832588619206,0.1370244915965026,0.768464451616514,0.48326402595452395,0.7693832588619206,0.6263236424082222
Capão Alto,0.22305770632133057,0.24903195800241934,0.4568990207885501,0.4967078068658203,0.3564241229945301,0.4967078068658203,0.4265659649301752
Nova Erechim,0.5601312888105611,0.7173282890180127,0.17892045740400603,0.7771393392160887,0.5583798436121671,0.7771393392160887,0.6677595914141279
Xaxim,0.3755393659579925,0.8348617032856521,0.09585623801742925,0.7470552021342085,0.5133281273488206,0.8348617032856521,0.6740949153172364
Nova Trento,0.09504734836731907,0.23475423437086324,0.4231673496691113,0.332587728298789,0.2713891651765207,0.4231673496691113,0.347278257422816
Campo Alegre,0.06075504262448607,0.3767659954745878,0.12272644974327136,0.5274870602184372,0.2719336370151956,0.5274870602184372,0.39971034861681637
Xanxerê,0.11658992466458987,0.852545617488417,0.20004626350299268,0.8683152062384566,0.509374252973614,0.8683152062384566,0.6888447296060354
Navegantes,0.1120584921610079,0.35711364434719345,0.6249925045897823,0.39605992201928975,0.37255614077931837,0.6249925045897823,0.49877432268455035
Caibi,0.8024441603680307,0.8871103318713375,0.06186896758095631,0.8171557562076748,0.6421448040069998,0.8871103318713375,0.7646275679391686
Camboriú,0.12064628763150599,0.33080124983419046,0.5958452497748775,0.3995298770591199,0.3617056660749235,0.5958452497748775,0.4787754579249005
Calmon,0.10236916183076805,0.0853551979259216,0.2188709091954391,0.7745184837735627,0.29527843818142285,0.7745184837735627,0.5348984609774927
Orleans,0.07023410102915645,0.11163725623301306,0.6330799110614026,0.49624461317463536,0.32779897037455186,0.6330799110614026,0.48043944071797723
Zortéa,0.4833618788758847,0.42277182411796904,0.3523046452841857,0.6317258362405086,0.472541046129637,0.6317258362405086,0.5521334411850728
Campo Erê,0.08407324207033785,0.6153735131955441,0.4308195640018047,0.9437307613379845,0.5184992701514178,0.9437307613379845,0.7311150157447012
Otacílio Costa,0.06743849952493047,0.08248030158705968,0.3366670500583955,0.5400369382310692,0.25665569735036375,0.5400369382310692,0.3983463177907165
Novo Horizonte,0.09940519777096546,0.5219909597622543,0.40321562788492443,0.9650625897804227,0.4974185937996417,0.9650625897804227,0.7312405917900322
Nova Veneza,0.2194242074474906,0.043667698603624926,0.5888848097894622,0.5601477529242764,0.35303111719121355,0.5888848097894622,0.4709579634903379
Campo Belo do Sul,0.3184396620318082,0.3601788579625109,0.38304242289224816,0.5404154410926417,0.4005190959948023,0.5404154410926417,0.470467268543722
Vargeão,0.07259117680722932,0.6061550418822002,0.38265884594998306,0.8629181202544635,0.481080796223469,0.8629181202544635,0.6719994582389662
Modelo,0.3596428083849428,0.7353710419030732,0.25773628328313686,0.8290580751077364,0.5454520521697224,0.8290580751077364,0.6872550636387293
Vidal Ramos,0.07198211329868337,0.16884409625835056,0.4247302454852549,0.42663656884875845,0.27304825597276183,0.42663656884875845,0.34984241241076014
Mondaí,0.9850444455476537,0.9954916349652335,0.016318186631688533,0.8431151241534989,0.7099923478245187,0.9954916349652335,0.8527419913948762
Botuverá,0.10520652768986576,0.24859526024706027,0.3657969624340305,0.3767699569053968,0.2740921768190883,0.3767699569053968,0.32543106686224255
Vargem Bonita,0.0782073834755058,0.371419540265231,0.43459745319233856,0.7585082138961193,0.41068314770729863,0.7585082138961193,0.584595680801709
Braço do Norte,0.16310355111814656,0.10537948120327968,0.6934685580842193,0.3686360838012796,0.3326469185517313,0.6934685580842193,0.5130577383179753
Vargem,0.20022580911281765,0.3755230470922319,0.4163831990932488,0.6153716155044003,0.40187591770067466,0.6153716155044003,0.5086237666025375
Urussanga,0.19092786606407797,0.1315848635849536,0.6519265640214325,0.587083345548357,0.39038065980470527,0.6519265640214325,0.5211536119130689
Meleiro,0.40354106076339324,0.009401558338647127,0.5772238511146772,0.5147752924276624,0.37623544066109504,0.5772238511146772,0.47672964588788613
Urupema,0.035887487123478085,0.16086314356388082,0.661249371964719,0.4383080238046378,0.32407700661417893,0.661249371964719,0.49266318928944897
Bom Retiro,0.025940117650021775,0.13660383141724167,0.5716022793915441,0.4425675310788771,0.29417843988442116,0.5716022793915441,0.4328903596379826
Bom Jesus do Oeste,0.2295468429595246,0.6995603517182538,0.30123278365916384,0.8668171557562077,0.5242892835232875,0.8668171557562077,0.6955532196397476
Mirim Doce,0.06107025970347036,0.12707951372003282,0.20729868053002432,0.6082279369673929,0.2509190977302301,0.6082279369673929,0.42957351734881144
Vitor Meireles,0.10919268807342845,0.043384446509553795,0.16282735687176178,0.6362232278829644,0.2379069298344271,0.6362232278829644,0.4370650788586957
Caçador,0.1084662355876038,0.12827066353679076,0.29798068122899446,0.7543361379027292,0.32226342956402954,0.7543361379027292,0.5382997837333794
Morro Grande,0.1229563785103482,0.0557121548664128,0.568918362860879,0.485415261938964,0.30825053954415105,0.568918362860879,0.43858445120251505
Witmarsum,0.12363069882338124,0.06919568673313856,0.13374180611040362,0.6089335795882072,0.23387544281378264,0.6089335795882072,0.42140451120099487
Morro da Fumaça,0.5123593925177581,0.16146729836929616,0.7869357290638309,0.5265750051303099,0.4968343562702987,0.7869357290638309,0.6418850426670648
Monte Carlo,0.12283891626227146,0.2671334119842833,0.433419021382105,0.6632464600861891,0.37165945242871223,0.6632464600861891,0.5174529562574507
Brunópolis,0.12216894640287092,0.35197433060287536,0.419385809236763,0.6287707777549767,0.38057496599937146,0.6287707777549767,0.504672871877174
Braço do Trombudo,0.07514924354312238,0.09931709840767822,0.25706402567295084,0.548122306587318,0.24491316855276735,0.548122306587318,0.39651773757004266
Videira,0.12710877201692003,0.2184392495897673,0.37334754974130346,0.7138583170423493,0.358188472097585,0.7138583170423493,0.5360233945699671
Monte Castelo,0.07436616188927757,0.10864987501271475,0.26157026839951647,0.7513265515522852,0.2989782142134485,0.7513265515522852,0.5251523828828668
Brusque,0.12698435476731246,0.297697179881281,0.3813204321895432,0.36389287912989937,0.292473711492009,0.3813204321895432,0.3368970718407761
Trombudo Central,0.08549570989454698,0.1141805024797368,0.25231648244009974,0.5350400164169913,0.2467581778078437,0.5350400164169913,0.3908990971124175
Maracajá,0.5639227091512595,0.03177260585123064,0.6724811651111616,0.5212394828647647,0.44735399074460414,0.6724811651111616,0.5599175779278829
Benedito Novo,0.08094816926396264,0.14586166714129853,0.1694025268445453,0.5167248101785346,0.22823429335708526,0.5167248101785346,0.3724795517678099
Biguaçu,0.08404157076789348,0.24079935874845093,0.616639835938433,0.1870852999521171,0.28214151635172363,0.616639835938433,0.4493906761450783
Major Vieira,0.13175701155855798,0.09382142397569639,0.2273821640074388,0.8063584271259215,0.3148297566669037,0.8063584271259215,0.5605940918964126
Barra Velha,0.10057003173105962,0.4164123726134534,0.5514764214324214,0.32387646213831295,0.3480838219788119,0.5514764214324214,0.44978012170561665
Barra Bonita,0.33840171852440226,0.8505166956068542,0.2643298756717156,0.9221218961625279,0.593842546491375,0.9221218961625279,0.7579822213269515
Bandeirante,0.5170422208077502,0.924022564387218,0.13551682502137222,0.9253320043387763,0.6254784036387792,0.9253320043387763,0.7754052039887778
Balneário Gaivota,0.49729877461018784,0.0530255772591891,0.733172766666966,0.25784937410219555,0.3853366231596346,0.733172766666966,0.5592546949133003
Balneário Barra do Sul,0.07438182352235448,0.5122061901696766,0.5375907224932815,0.2167863738969832,0.335241277520574,0.5375907224932815,0.43641600000692776
Treze Tílias,0.10612012295268473,0.28072757350467314,0.45079316683200615,0.7334290991175866,0.39276749060173766,0.7334290991175866,0.5630982948596621
Belmonte,0.5985022898489568,0.9461470706898625,0.07867487963336883,0.9018058690744921,0.63128252731167,0.9461470706898625,0.7887147990007662
Bela Vista do Toldo,0.1696780002884512,0.08583035161362952,0.1923723114965404,0.8239065363685896,0.31794679994180264,0.8239065363685896,0.5709266681551961
União do Oeste,0.3974656522656473,0.6814856166188663,0.17235520549492628,0.8208495793145905,0.5180390134235076,0.8208495793145905,0.669444296369049
Bombinhas,0.10511516816358389,0.34120119532176796,0.9053926556799308,0.313154114508516,0.41621578341844967,0.9053926556799308,0.6608042195491902
Urubici,0.0,0.1953678966312388,0.6534555938963419,0.40168196725119937,0.312626364444695,0.6534555938963419,0.48304097917051847
Bom Jesus,0.07277389585979312,0.7703885755332163,0.32097431556110745,0.9214036527806281,0.5213851099336863,0.9214036527806281,0.7213943813571572
Tunápolis,0.8258113169187599,0.9761873227275835,0.041977438679086126,0.8792471636715423,0.6808058104992429,0.9761873227275835,0.8284965666134132
Matos Costa,0.09199261802491172,0.05572105220070866,0.2161702236081476,0.7896199839561221,0.2883759694474725,0.7896199839561221,0.5389979767017973
Marema,0.3634799084887824,0.6723974884731079,0.2134555333279543,0.8226085426988359,0.5179853682471701,0.8226085426988359,0.6702969554730029
Bom Jardim da Serra,0.016656306841139227,0.1544498607891435,0.6459307528373995,0.37317873999589596,0.2975539151158946,0.6459307528373995,0.47174233397664705
Tubarão,0.4675975239114548,0.3228129149728413,0.7986025093587223,0.3034246327301696,0.473109395243297,0.7986025093587223,0.6358559523010097
Maravilha,0.3378383347789972,0.7852085683984409,0.23043403969913762,0.8535467542239551,0.5517569242751327,0.8535467542239551,0.7026518392495439
Turvo,0.26394370460465805,0.015410335679216656,0.5446444258667942,0.4382310691565771,0.31555738382681153,0.5446444258667942,0.43010090484680286
