municipio,energia_norm,pib_pc_inv,agro_pc_norm,vulnerability_index,def_mean,ppt_std,ws_std,dtr_mean,hazard_index,empregos_pc,empresas_pc,exposure_index_pc,climate_risk_index,risk_norm,rank_risk
BRUSQUE,0.1718162757952143,0.6929832262041402,0.0016749861105869,0.2888248293699805,0.1269843547673124,0.297697179881281,0.3813204321895432,0.3638928791298993,0.3368970718407761,0.3878930580015707,0.524447326225948,0.4561701921137593,0.04438729353024659,0.21628074777725906,168.0
CACADOR,0.4347781456874637,0.7196248255195581,0.0411651974228799,0.3985227228766339,0.1084662355876038,0.1282706635367907,0.2979806812289944,0.7543361379027292,0.5382997837333794,0.3755075580679736,0.2391544887693751,0.3073310234186743,0.06593009422806699,0.32146490860936433,81.0
CAIBI,0.0345855513371743,0.7804318359444402,0.2932715207028467,0.3694296359948204,0.8024441603680307,0.8871103318713375,0.0618689675809563,0.8171557562076748,0.7646275679391686,0.192959888564592,0.3393451846944025,0.2661525366294973,0.07518172631915043,0.3666366191718839,45.0
CALMON,0.0026921657743831,0.8858251167064196,0.5768405011554912,0.4884525945454314,0.102369161830768,0.0853551979259216,0.2188709091954391,0.7745184837735627,0.5348984609774927,0.1194755137936302,0.3072254664611338,0.213350490127382,0.055742624696845024,0.2717239093458545,116.0
CAMBORIU,0.053564333859047,0.950189063548576,0.0028699989555983,0.3355411321210738,0.1206462876315059,0.3308012498341904,0.5958452497748775,0.3995298770591199,0.4787754579249005,0.1149897671631038,0.2915987038741118,0.2032942355186078,0.03265898701472878,0.159016509198416,214.0
CAMPO ALEGRE,0.0985774761251716,0.7349622230435021,0.065057510849183,0.2995324033392856,0.060755042624486,0.3767659954745878,0.1227264497432713,0.5274870602184372,0.3997103486168163,0.7307962942309016,0.335500170483851,0.5331482323573763,0.06383181262236245,0.3112199087608626,89.0
CAMPO BELO DO SUL,0.05441372599808,0.8064987601980963,0.3843353099487108,0.4150825987149624,0.3184396620318082,0.3601788579625109,0.3830424228922481,0.5404154410926417,0.470467268543722,0.1331450810492589,0.1610584369186727,0.1471017589839658,0.02872643991322265,0.13981558576200778,234.0
CAMPO ERE,0.0595607032534314,0.8066271848421136,0.3307800812998452,0.3989893231317967,0.0840732420703378,0.6153735131955441,0.4308195640018047,0.9437307613379844,0.7311150157447012,0.2065652186515542,0.2682060972640584,0.2373856579578063,0.06924707836622301,0.337660304832876,67.0
CAMPOS NOVOS,0.1684411007779267,0.6174573793874666,0.359437634366247,0.3817787048438801,0.2905626883774552,0.3769876555032261,0.3917987216609535,0.6362552657731088,0.5300781743008973,0.2799514077867757,0.194763112928317,0.2373572603575463,0.04803459614032594,0.23408894596482147,148.0
CANELINHA,0.2829188673189165,0.9207425651928476,0.0146567293816324,0.4061060539644656,0.1232652607182536,0.2922046788253503,0.4800262629853725,0.307408167453314,0.3903761777404725,0.2320727898349081,0.6825239909171074,0.4572983903760077,0.07249740205888214,0.35353022698648207,56.0
CANOINHAS,0.2888646691430361,0.8319908970776426,0.1302175297603079,0.4170243653269955,0.2468137934268027,0.0936228768048697,0.1910667217218794,0.8425610506874612,0.5930385806738573,0.1324889138847079,0.1722059911618244,0.1523474525232661,0.037677282751244115,0.18351867274050837,194.0
CAPAO ALTO,0.2296870948351922,0.5495454198466367,0.5006481877743207,0.4266269008187165,0.2230577063213305,0.2490319580024193,0.4568990207885501,0.4967078068658203,0.4265659649301752,0.1437009009010414,0.1621274043163591,0.1529141526087002,0.027828007992852285,0.1354289320054006,235.0
CAPINZAL,0.1772104136795788,0.7656653213645224,0.0776018791122327,0.340159204718778,0.485131643413574,0.4245575138949031,0.3113540265934392,0.6502301310427719,0.559024229889472,0.5169734170034812,0.2713965548823788,0.39418498594293,0.07495712797422174,0.36554000277706233,48.0
CAPIVARI DE BAIXO,0.0486460186218514,0.9377855564254824,0.0108817561345753,0.3324377770606364,0.4672643303450148,0.340555785395177,0.8768763601400945,0.1744305356043499,0.6708290565056269,0.1629046627661924,0.236885968975106,0.1998953158706492,0.04457843857182047,0.21721402618786054,166.0
CATANDUVAS,0.2332304812841107,0.7634631321090446,0.0793377253345558,0.358677112909237,0.0929394349336513,0.3864324796714917,0.3977680851272623,0.7370109881909594,0.5702743675859003,0.1973582704935165,0.3708017245049645,0.2840799974992405,0.058106962337428174,0.28326794552466295,107.0
CAXAMBU DO SUL,0.3516365898865953,0.8138996833231077,0.250704458824876,0.4720802440115263,0.9007424426710352,0.7455405571300362,0.0540772255727548,0.6804843012517954,0.7479767871637204,0.1062147218331506,0.1708525575804769,0.1385336397068138,0.04891692974242424,0.23839699860906602,141.0
CELSO RAMOS,0.0405200325166469,0.9098369493999218,0.1896620936789919,0.3800063585318535,0.4359736925934659,0.4405915361222979,0.4255382351928429,0.5943977016211776,0.5342614965018118,0.0690272352464395,0.2598270491361332,0.1644271421912863,0.03338245317852716,0.16254888098224138,209.0
CERRO NEGRO,0.0339204058844616,0.8529700618804438,0.234399541995479,0.3737633365867948,0.3367246186490846,0.4002734280480166,0.3893572041488706,0.5592330919644686,0.4903150888335393,0.017670813685034,0.1465665850464463,0.0821186993657401,0.015049220953513978,0.07303565222534972,277.0
CHAPADAO DO LAGEADO,0.0626096421385565,0.8334296966418026,0.390812888509507,0.4289507424299554,0.0650474902085242,0.1189106538963073,0.5092387455641673,0.46325232329747,0.3991755244028922,0.0146593446302021,0.0796282733890358,0.047143809009619,0.008072275898133722,0.03897025278561356,291.0
CHAPECO,0.1408372820664986,0.7381924877337962,0.0140039702043026,0.2976779133348658,0.6743514601916301,0.7370982763074305,0.0311515485047748,0.6024662798723952,0.6241825837632441,0.2867357681884701,0.3087885065848538,0.2977621373866619,0.055325803833572725,0.2696887536882595,118.0
COCAL DO SUL,0.0777848148644565,0.7689235657505806,0.0147216261548204,0.2871433355899525,0.2839971206235339,0.1053531246514942,0.6648795090434645,0.6078391134824542,0.5401983629968505,0.40204931466289,0.4534026131907572,0.4277259639268236,0.06634643907766978,0.3234977400984784,78.0
CONCORDIA,0.1898067069231596,0.7464018629034888,0.1059437705388408,0.3473841134551631,0.4187800422112279,0.6214382228922576,0.2259588525861992,0.6863543302201497,0.587243596098804,0.2743663171906209,0.2652397293868766,0.2698030232887487,0.05503957285248046,0.26829121183784516,119.0
CORDILHEIRA ALTA,0.2269636656999781,0.5330695641127072,0.1340179964501061,0.2980170754209305,0.5275981615015782,0.7574692598945263,0.0640676370003802,0.6915657705725424,0.6338222335683915,0.3318151610871193,0.6552713446266066,0.4935432528568629,0.09322531020348072,0.45473562059229816,17.0
CORONEL FREITAS,0.0852026671220756,0.8493330708739424,0.2852934350492145,0.4066097243484108,0.52488727519445,0.6875475978960278,0.1420873792589573,0.767345111281085,0.6489059760943575,0.2174777525797354,0.3906648911172286,0.304071321848482,0.08022966831588314,0.3912835325562329,35.0
CORONEL MARTINS,0.0427026794156829,0.9009194380496202,0.3929263231288359,0.445516146864713,0.103434152879997,0.5135652544891107,0.3946911646441155,0.9631848963677404,0.7284518817314907,0.0092985492066772,0.1097060815396224,0.0595023153731498,0.019310707418189906,0.09384264403536371,266.0
CORREIA PINTO,1.0,0.840029062503482,0.0942731900488094,0.6447674175174304,0.0895674378727014,0.1438535996932315,0.394295222125491,0.5676547954405536,0.433248779611774,0.2077633180778417,0.1990960957164151,0.2034297068971284,0.05682700978777049,0.27701849185663185,113.0
CORUPA,0.1159200797991332,0.7382617310638195,0.140643412719019,0.3316084078606572,0.0522049510854693,0.2092123223164767,0.1417787900462095,0.5190114625780539,0.3747816720423031,0.4294355876121214,0.3835821868683575,0.4065088872402395,0.05052123083558376,0.2462301056675687,138.0
CRICIUMA,0.1166717111400671,0.7956024985882021,0.0040426212753961,0.3054389436678885,0.4566666252963151,0.0795657159179924,0.6583954589410033,0.576441617073671,0.5505814066241244,0.2195612399199924,0.2631583911127481,0.2413598155163702,0.04058923959817025,0.19773649620829073,183.0
CUNHA PORA,0.2028645077748173,0.5882282804515769,0.2374319758021899,0.3428415880095281,0.4961339406500936,0.8296695427694796,0.1588348824797608,0.8097681099938436,0.701635580871387,0.2215663709230454,0.3238590869831993,0.2727127289531224,0.06560100788355716,0.3198581225895655,84.0
CUNHATAI,0.0075008353387593,0.8116277506501604,0.4096292219014575,0.4095859359634591,0.6664737774026867,0.8146728825394712,0.1244396635251253,0.750974758875436,0.7019065765625755,0.093922138139384,0.229833912872758,0.161878025506071,0.046538485486675725,0.22678408594111563,158.0
CURITIBANOS,0.5367701317953382,0.8325831500079927,0.0862417333384673,0.4851983383805993,0.0919379000198658,0.2609380132923315,0.4079465633680249,0.6254632368030323,0.486017332586923,0.1677289700537656,0.2229907716210864,0.195359870837426,0.04606874929843598,0.2244905676810935,160.0
DESCANSO,0.0950902694664521,0.8584794721690591,0.3242433519677425,0.4259376978677512,0.6178933493022891,0.9665329622600694,0.0832808246399247,0.8779499281756618,0.8014736141772778,0.0550413352730873,0.2141674023439751,0.1346043688085312,0.045950946810705516,0.2239153891799473,161.0
DIONISIO CERQUEIRA,0.0533728045249136,0.8576584253804955,0.1862098302280979,0.3657470200445023,0.2514639933145511,0.7526323599908619,0.3654952994405319,0.9756207674943566,0.780961936277216,0.0387660794314345,0.1337254399274676,0.086245759679451,0.024634764526092024,0.1198377078607255,249.0
DONA EMMA,0.0942209975159944,0.8639100231542584,0.1292890836434282,0.3624733681045604,0.1336802467143896,0.0861083085323223,0.146572059790344,0.5888227648949996,0.4138093049390068,0.3913232644177379,0.7370931032450001,0.5642081838313691,0.08462832332111843,0.41276025891161455,29.0
DOUTOR PEDRINHO,0.0303712222633087,0.8298222404109169,0.0724884466794142,0.3108939697845466,0.0688021606645907,0.0864638504104558,0.176514764440609,0.59254538974154,0.4118134655279195,0.3733818645917004,0.922972964555484,0.6481774145735921,0.08298636381962296,0.4047432821634345,32.0
ENTRE RIOS,0.1597386179159897,0.9694168695625014,0.1053802589537136,0.4115119154774015,0.2080773542832793,0.6450548273745805,0.2723132084341048,0.8746152267596962,0.6873151904863057,0.0028138096700978,0.0375617798027656,0.0201877947364317,0.005709883372485256,0.027435713760169553,293.0
ERMO,0.1597386179159897,0.5546251663540342,0.2881431137747424,0.3341689660149221,0.3505068557567533,0.0180017830616558,0.548652189261597,0.3931869484916888,0.4381195667022604,0.461590301119532,0.3503683146704731,0.4059793078950025,0.059437791366344514,0.2897658069950025,104.0
ERVAL VELHO,0.1175821022865374,0.82375809161666,0.2624110346878655,0.4012504095303543,0.2770704074490702,0.3742616242125671,0.3763053614107838,0.669290897897506,0.5467614853199938,0.1075571768109554,0.3770814794800982,0.2423193281455268,0.05316201816519503,0.259123925886094,124.0
FAXINAL DOS GUEDES,0.2802313705221225,0.7066769760448894,0.2736489904333417,0.4201857790001178,0.0715862220181284,0.7286116714102918,0.294909388345863,0.8688692797044942,0.6799317100370943,0.2326766216556725,0.2050832626747474,0.2188799421652099,0.06253348187999866,0.30488072234152774,91.0
FLOR DO SERTAO,0.167029357295578,0.8147727882202509,0.2225024843991438,0.4014348766383243,0.4113523002604953,0.8608566621350318,0.2017525722073522,0.8918530679253024,0.7416533592786739,0.2534895298088064,0.1334916729542759,0.1934906013815411,0.05760709083833585,0.28082728960004905,110.0
FLORIANOPOLIS,0.0348415771131491,0.7929827314144112,0.0005583560118561,0.2761275548464721,0.0655476520390445,0.2163745964357721,0.9201788504695166,0.0682629101765486,0.6188849263748686,0.0636982481629328,0.1023516705360869,0.0830249593495099,0.014188233393178207,0.06883182305331628,279.0
FORMOSA DO SUL,0.0857923231353431,0.8867328542914279,0.2836198329475141,0.418715003458095,0.1421614560708922,0.5833304796656957,0.2939206617738868,0.9098091524728096,0.6960572949843153,0.0326295147020124,0.1743587899617446,0.1034941523318785,0.030163332681280325,0.14683131051079398,230.0
FORQUILHINHA,0.1597386179159897,0.839954228637433,0.0660472065317851,0.3552466843617359,0.4847444530402841,0.0302450881104125,0.641005186714889,0.5602298378822081,0.5350306640759188,0.359427954876146,0.3234833063113541,0.34145563059375,0.06489974421689425,0.316434155978416,87.0
FRAIBURGO,0.5383108839380193,0.8442665956400957,0.1937591312950667,0.5254455369577272,0.1078233255497971,0.2060644156080741,0.3984993321373396,0.6943361379027293,0.5230084703511072,0.1677478849681506,0.2256567012342616,0.1967022931012061,0.054056242340641526,0.26349003504754753,122.0
FREI ROGERIO,0.0327124117027584,0.8455670743970838,0.5359762388235945,0.4714185749744788,0.103721935387785,0.2937392579779976,0.4581752265308193,0.6581674533141799,0.5183092108084377,0.0393599154970371,0.051321949584108,0.0453409325405725,0.011078630187957845,0.05364897806255232,284.0
GALVAO,0.1320014745670907,0.83371750440489,0.3102590616865274,0.425326013552836,0.0821186702623412,0.4689809619357954,0.4240553031040546,0.9900618568790126,0.7406830274621568,0.0971040244472193,0.2495538343893125,0.173328929418266,0.0546041175855205,0.2661650724617455,120.0
GAROPABA,0.0550250093614176,0.9139957434000404,0.0040050986070335,0.3243419504561639,0.1022830228488451,0.2002893110774515,0.9484946596575874,0.0,0.6306307040267792,0.0954435983082785,0.159231709099569,0.1273376537039237,0.026045642741410795,0.12672641482117275,242.0
GARUVA,0.2780581743033113,0.551888057737969,0.0519543310617672,0.2939668543676825,0.0696915048861083,0.5735504719259202,0.0044923356617147,0.2607268087688147,0.4003328761182799,0.2671623103390081,0.3085894045089232,0.2878758574239657,0.03387855406328456,0.1649711266309491,204.0
GASPAR,0.1183786691373889,0.7354378941193277,0.007738293767447,0.2871849523413879,0.1364645370391712,0.3198643467330125,0.2841383192814681,0.3776494385975196,0.3285892995051562,0.3974725912383142,0.6360677241748883,0.5167701577066013,0.04876548222314242,0.2376575459979961,142.0
GOVERNADOR CELSO RAMOS,0.1493917982252875,0.8865229013714857,0.0068468928274302,0.3475871974747345,0.0856555890655403,0.2626925338931264,0.751298626469201,0.1801764826595523,0.535627217245528,0.0520031530205398,0.2006152119977212,0.1263091825091305,0.023515885302531316,0.11437470544736623,256.0
GRAO PARA,0.1597386179159897,0.7599783858447485,0.5004847082650923,0.4734005706752768,0.0603812448241431,0.1313914920068336,0.6351414951191705,0.437488683139991,0.4756211119458525,0.4051357912645815,0.4611329494325685,0.433134370348575,0.09752423415463092,0.47572540342626934,13.0
GRAVATAL,0.1597386179159897,0.8982243968173913,0.0320548625617135,0.3633392924316982,0.3072024402991352,0.2014291990931525,0.8018394574772706,0.276626308229017,0.5993069043759572,0.1791691961671819,0.4766384093598066,0.3279038027634943,0.07140162576374268,0.34818002616159033,61.0
GUABIRUBA,0.1904816592931393,0.7793771597634984,0.0053638316170712,0.3250742168912363,0.125853780629574,0.2892112683039503,0.3246291640081568,0.3708187974553659,0.3242235250273139,0.4599367800739462,0.8016745941544812,0.6308056871142137,0.06648484312237697,0.3241735070752285,77.0
GUARACIABA,0.0344112368995127,0.7982575906579354,0.4070322658141413,0.4132336977905298,0.3236167018544489,0.8336156238199611,0.2505207122717917,0.9427457418428072,0.7651852183950298,0.1986078771911129,0.2962854453637041,0.2474466612774085,0.07824271280877061,0.38158208980707786,40.0
GUARAMIRIM,0.1902040160503212,0.7480760188915894,0.0240940452741658,0.3207913600720254,0.0896121593191331,0.4513510808637888,0.1035336638420379,0.2951901371765928,0.3431364205820885,0.3690276099878575,0.400010922276306,0.3845192661320817,0.042326034757577666,0.20621651437965202,178.0
GUARUJA DO SUL,0.4272487239668956,0.8108296830858194,0.193061961773679,0.477046789608798,0.2431594123755269,0.7605118263240338,0.3675700145826303,0.9630617689308432,0.7733187622420509,0.2106219278463399,0.4003004363264559,0.3054611820863979,0.11268745035561227,0.5497608175763605,8.0
GUATAMBU,0.2120370359500838,0.7176954964205118,0.478310756794547,0.4693477630550475,0.7967067821175277,0.6838016466682326,0.0454000559723436,0.6107120870100552,0.6654309625297837,1.0,0.3121288378765081,0.6560644189382541,0.20490107735582425,1.0,1.0
HERVAL D'OESTE,0.1480227739622235,0.915235020776201,0.0429046477737788,0.3687208141707345,0.1707815845926627,0.3697758792261377,0.4122629544043079,0.6899556425515793,0.5503248288726256,0.1659869641641088,0.1819169121460413,0.1739519381550751,0.03529766957124111,0.17190005272194422,200.0
IBIAM,0.0246854549328181,0.8566594154987945,0.3560397959247089,0.4124615554521072,0.1776546320314083,0.3139104452488327,0.3962279831043335,0.6759285860865998,0.5334294988521967,0.1103132160290787,0.3570091754470851,0.2336611957380819,0.051409940202634265,0.2505692884093139,133.0
IBICARE,0.1055295746710569,0.8163270128669727,0.3005165115457194,0.407457699694583,0.1337335397713874,0.3366361603187208,0.3857619797414121,0.7075723373691774,0.5492491708346758,0.1065355924592623,0.2850296160484716,0.1957826042538669,0.043815325270932556,0.21348807461361446,171.0
IBIRAMA,0.0555603311082108,0.8871657912514526,0.0185413942323739,0.3204225055306791,0.1239743846603464,0.1403847095336016,0.2310853872764776,0.5113599718565855,0.3815305425941692,0.3664026026532225,0.5065614230451849,0.4364820128492037,0.05336035050352518,0.2600922967523406,123.0
ICARA,0.0121320103829746,0.6716191849185762,0.033610104747851,0.2391204333498006,0.6654301705063127,0.1374114360606249,0.7639928700566344,0.5051697737927986,0.6409969663303636,0.3338531364023789,0.3553572240788846,0.3446051802406318,0.05281952178074819,0.2574516644521517,126.0
ILHOTA,0.0989160441106055,0.7347697331938969,0.0466767141074017,0.293454163803968,0.1232304570891938,0.3370709607231601,0.3871702881107695,0.3864735715751514,0.3478283037426691,0.2637037472067637,0.5657344241113905,0.4147190856590771,0.0423310671749697,0.20624108549311876,177.0
IMARUI,0.0536751916893926,0.946377087422746,0.0801512747571463,0.3600678512897616,0.1822632125794061,0.2465928503517854,0.9020047205324584,0.0943520988667714,0.6291539705575319,0.071078661511474,0.1460217248289217,0.1085501931701979,0.024590756502862954,0.11962283575295458,250.0
IMBITUBA,0.1106596722385109,0.774386404660378,0.0098293375011792,0.2982918048000227,0.1346492113870764,0.2507031009778705,1.0,0.0055220789881159,0.6738592989191329,0.072409483142122,0.1685728695678488,0.1204911763549854,0.02421953451610855,0.11781031965038768,252.0
IMBUIA,0.0459637965835261,0.8159919243750908,0.2806533586924968,0.3808696932170379,0.0481981832899634,0.1398851179046553,0.4922055220243627,0.4299199671660168,0.3848788598103061,0.0569099729660353,0.1966411037602246,0.12677553836313,0.018583860506196526,0.09029376552305561,269.0
INDAIAL,0.2115820746449179,0.77016120000765,0.0074349306852756,0.3297260684459478,0.1205466226937439,0.2691504951094017,0.2250715885361165,0.4110590825140384,0.3337580148636818,0.3625379669840764,0.5006305687228816,0.431584267853479,0.047495295409258634,0.2314557741860381,153.0
IOMERE,0.3787472478924481,0.4250347323174486,1.0,0.6012606600699656,0.1245747472616274,0.2360247331172857,0.3749964485631787,0.7268623024830698,0.5462384301696801,0.3074729150524954,0.4065114250902495,0.3569921700713725,0.11724753783474091,0.572025748749477,7.0
IPIRA,0.0628250659872102,0.9340879570495766,0.1704349802197519,0.3891160010855128,0.4690306145197981,0.5268795850329192,0.2781282113376644,0.6565428551884532,0.569594085854081,0.042188390971643,0.2306611815947337,0.1364247862831884,0.030236940374103155,0.14719070497899517,229.0
IPORA DO OESTE,0.0877205857955019,0.8224560486856427,0.2881398389685158,0.3994388244832201,0.8428737960653118,1.0,0.0244909871727963,0.8443806005882758,0.8389681729782981,0.0901600722598587,0.263478271575696,0.1768191719177773,0.05925501509348515,0.2888733896556601,106.0
IPUACU,0.1474013666331018,0.8012237823000729,0.2258870621253458,0.3915040703528401,0.082106622852282,0.7013986887272292,0.3322258455203852,0.9326114066520385,0.7223485237950111,0.4246309227217446,0.056885092452402,0.2407580075870733,0.06808693930218694,0.33199584849728336,75.0
IPUMIRIM,0.2077033613306941,0.7228356829885019,0.22787583643868,0.3861382935859587,0.1825458805154236,0.6797091440382068,0.2268968444204031,0.7774708361615813,0.6220632562227425,0.6144545623166503,0.1523060477917966,0.3833803050542235,0.09208888635531261,0.4491869553794575,19.0
