municipio,energia_norm,pib_pc_inv,agro_pc_norm,vulnerability_index,def_mean,ppt_std,ws_std,dtr_mean,hazard_index,empregos_pc,empresas_pc,exposure_index_pc,climate_risk_index,risk_norm,rank_risk
BANDEIRANTE,0.1533968693699982,0.8751658398819964,0.2371296426899935,0.4218974506473293,0.5170422208077502,0.924022564387218,0.1355168250213722,0.9253320043387764,0.7754052039887778,0.1159416080702367,0.1568700746001797,0.1364058413352082,0.04462400864883981,0.21743652512741662,165.0
BARRA BONITA,0.0734124592955532,0.8836935528280114,0.3771938348185892,0.4447666156473846,0.3384017185244022,0.8505166956068542,0.2643298756717156,0.922121896162528,0.7579822213269515,0.0489745022933849,0.3050856087048538,0.1770300554991193,0.05968129061795409,0.290954708326963,102.0
BARRA VELHA,0.3445266723506048,0.8110081275996917,0.0171859887350043,0.3909069295617669,0.1005700317310596,0.4164123726134534,0.5514764214324214,0.3238764621383129,0.4497801217056166,0.0915083038058071,0.1881375015236456,0.1398229026647264,0.02458396565239716,0.11958967897275687,251.0
BELA VISTA DO TOLDO,0.0350456658409792,0.846128438603697,0.3998576356010163,0.4270105800152308,0.1696780002884512,0.0858303516136295,0.1923723114965404,0.8239065363685896,0.5709266681551961,0.0091340594814286,0.0802019645526709,0.0446680120170498,0.010889691823236021,0.0527264738988172,285.0
BELMONTE,0.2512495510703525,0.9198340278470968,0.2855906913409565,0.4855580900861353,0.5985022898489568,0.9461470706898624,0.0786748796333688,0.901805869074492,0.7887147990007662,0.0242080469665726,0.2096825431688296,0.1169452950677011,0.04478617144110146,0.21822829577328065,163.0
BENEDITO NOVO,0.01531607144318,0.8464819417164151,0.0345766673974741,0.2987915601856897,0.0809481692639626,0.1458616671412985,0.1694025268445453,0.5167248101785346,0.3724795517678099,0.4255031104455704,0.5961117005147697,0.5108074054801701,0.05684966984984492,0.2771291311206317,112.0
BIGUACU,0.0948252975676764,0.853069834906083,0.0157573560821619,0.3212174961853071,0.0840415707678934,0.2407993587484509,0.616639835938433,0.1870852999521171,0.4493906761450783,0.1571116267240737,0.2725222525927471,0.2148169396584104,0.031009286623588494,0.15096173704040017,222.0
BLUMENAU,0.1050973250855588,0.7397038545721776,0.0029656726472939,0.2825889507683434,0.1255187956998737,0.303992879145652,0.2115962702065967,0.3786852725904643,0.3168167885005555,0.263498625287721,0.3111542374903475,0.2873264313890342,0.02572402619539475,0.12515610059058896,244.0
BOCAINA DO SUL,0.0393228485379028,0.875871570361152,0.1682165053961972,0.361136974765084,0.0585283354402662,0.0872956839065245,0.5025781483517973,0.5017736214124476,0.3950610478147781,0.0743663056924111,0.2622343689604493,0.1683003373264302,0.02401160295034622,0.11679507991614879,254.0
BOM JARDIM DA SERRA,0.0677025583259052,0.66413004077935,0.3176773947457422,0.3498366646169992,0.0166563068411392,0.1544498607891435,0.6459307528373995,0.3731787399958959,0.471742333976647,0.029947757016748,0.2017474616725651,0.1158476093446565,0.019118651251373044,0.0929049169950116,267.0
BOM JESUS,0.0007165957608246,0.7456393664648209,0.2364105706616785,0.3275888442957747,0.0727738958597931,0.7703885755332163,0.3209743155611074,0.921403652780628,0.7213943813571572,0.0683824810021475,0.2149296703703567,0.1416560756862521,0.03347627028483384,0.1630069492592952,208.0
BOM JESUS DO OESTE,0.0247016732736594,0.8458329596492216,0.3748391515951827,0.4151245948393545,0.2295468429595246,0.6995603517182538,0.3012327836591638,0.8668171557562077,0.6955532196397476,0.0874934259701533,0.1824594446473514,0.1349764353087523,0.03897326444807024,0.18984638978837654,189.0
BOM RETIRO,0.0763024678650172,0.8130903900386937,0.3608611394892628,0.4167513324643246,0.0259401176500217,0.1366038314172416,0.5716022793915441,0.4425675310788771,0.4328903596379826,0.0865345098638299,0.2544497270825381,0.170492118473184,0.030758079741803654,0.14973520269018165,224.0
BOMBINHAS,0.0745610199330579,0.847376043845619,0.0015729301856172,0.3078366646547647,0.1051151681635838,0.3412011953217679,0.9053926556799308,0.313154114508516,0.6608042195491902,0.1088801510711546,0.3913149318153479,0.2500975414432512,0.050874783591607145,0.24795635057294724,137.0
BOTUVERA,0.775011715172209,0.5693789808540858,0.0432767517154259,0.4625558159139069,0.1052065276898657,0.2485952602470602,0.3657969624340305,0.3767699569053968,0.3254310668622425,0.7764553439238581,0.5962902014622208,0.6863727726930394,0.10331971588780824,0.5040222294180601,11.0
BRACO DO NORTE,0.1597386179159897,0.7586044675654083,0.1629171175636339,0.3604200676816773,0.1631035511181465,0.1053794812032796,0.6934685580842193,0.3686360838012796,0.5130577383179753,0.4063307606995302,0.463745742308386,0.4350382515039581,0.08044566590135402,0.39233815516952264,34.0
BRACO DO TROMBUDO,0.6133914718604431,0.7438305269591423,0.0669110281085747,0.4747110089760533,0.0751492435431223,0.0993170984076782,0.2570640256729508,0.548122306587318,0.3965177375700426,0.401872474673273,0.3560213658726678,0.3789469202729704,0.0713296848027614,0.34782876962273945,62.0
BRUNOPOLIS,0.0480984836400439,0.7944585154421984,0.7221053963685246,0.5215541318169223,0.1221689464028709,0.3519743306028753,0.419385809236763,0.6287707777549767,0.504672871877174,0.1050502232456959,0.1019117118099605,0.1034809675278282,0.027237662312400573,0.13254652985768664,237.0
