municipio,ano,hazard_mean,hazard_max,hazard_index
Itajaí,2002,0.35177035572448684,0.5295592701445877,0.4406648129345373
São Joaquim,2002,0.31297033900296883,0.497114209946953,0.4050422744749609
Itapema,2002,0.39012602968643395,0.5888112487416712,0.4894686392140526
Abelardo Luz,2002,0.43287697332803093,0.9279017629674924,0.6803893681477616
São José do Cerrito,2002,0.284775525066073,0.5805863770148846,0.43268095104047877
Jaborá,2002,0.4820672127555971,0.7336526376575294,0.6078599252065633
Água Doce,2002,0.37213311213699163,0.7715473382095942,0.5718402251732929
Jacinto Machado,2002,0.32744849116527697,0.6386871019264901,0.48306779654588355
Águas de Chapecó,2002,0.5030084012169773,0.8450555832377806,0.674031992227379
São José do Cedro,2002,0.48696666479196377,0.9310506471007847,0.7090086559463742
Ituporanga,2002,0.3497766631697805,0.457963925405075,0.40387029428742777
Agronômica,2002,0.3551144909278221,0.522470192601651,0.4387923417647365
São Cristóvão do Sul,2002,0.2790626237066056,0.614694792622032,0.4468787081643188
Irati,2002,0.4431535259056827,0.8929990828492816,0.6680763043774822
São Carlos,2002,0.4961043581932286,0.8419612149139366,0.6690327865535826
São Domingos,2002,0.4399450093290831,0.9658208498929991,0.702882929611041
Irineópolis,2002,0.3224207551236717,0.8842012296613337,0.6033109923925027
São Bonifácio,2002,0.30185069284216104,0.5845549700058145,0.44320283142398775
Ipumirim,2002,0.4948376467658072,0.8217411404330786,0.6582893935994429
Irani,2002,0.481223642707968,0.7680687683205351,0.6246462055142515
Iraceminha,2002,0.5294580685498465,0.8388192533713781,0.6841386609606123
São João Batista,2002,0.29777620163970825,0.5426239282172121,0.4202000649284602
Itaiópolis,2002,0.3267871516700856,0.7407057428457615,0.5337464472579235
São João do Itaperiú,2002,0.253600671391411,0.3907629147508225,0.3221817930711167
Itá,2002,0.5119741396187427,0.9002438684816229,0.7061090040501827
São João do Oeste,2002,0.5720967628005478,0.9488789171556259,0.7604878399780868
São Francisco do Sul,2002,0.2310247332805792,0.4462563535960982,0.3386405434383387
Santa Helena,2002,0.542442622323854,0.87145538425372,0.7069490032887871
Santa Cecília,2002,0.30620467740214197,0.704624758852613,0.5054147181273775
Imbituba,2002,0.33998171818174133,0.8615773325660667,0.600779525373904
Santa Rosa de Lima,2002,0.3273450563195007,0.5799010845512685,0.45362307043538463
Imbuia,2002,0.30757690901575263,0.4452729581829102,0.3764249335993314
Salto Veloso,2002,0.37597080893888324,0.751859777845715,0.5639152933922991
Imaruí,2002,0.356544220792071,0.7821326630218126,0.5693384419069418
Sangão,2002,0.4244170961767725,0.8253477794923035,0.624882437834538
São Bento do Sul,2002,0.23718273453093236,0.562060531947417,0.39962163323917466
Ipira,2002,0.5390938375655152,0.7915730617542807,0.6653334496598979
São Bernardino,2002,0.42796530887886153,0.9418526444512386,0.68490897666505
Iomerê,2002,0.3724944846316347,0.7286252929787019,0.5505598888051684
Ipuaçu,2002,0.4727795549515955,0.934129765068316,0.7034546600099558
Iporã do Oeste,2002,0.5505049513988891,0.9607740269662712,0.7556394891825802
Santa Terezinha,2002,0.32560153489512067,0.7141381675163397,0.5198698512057303
Santa Rosa do Sul,2002,0.31017126665691896,0.711617490570774,0.5108943786138465
Santo Amaro da Imperatriz,2002,0.2916986415250516,0.6077362680851608,0.44971745480510616
Santiago do Sul,2002,0.45056555771296164,0.9106695200244572,0.6806175388687095
Santa Terezinha do Progresso,2002,0.45067395843672275,0.8981962702537454,0.6744351143452341
Indaial,2002,0.3038839735498236,0.43015581329758834,0.367019893423706
Rio Negrinho,2002,0.2932071161511545,0.6616447569550596,0.47742593655310706
Rodeio,2002,0.2981418784409091,0.443085702639356,0.37061379054013255
Ibicaré,2002,0.41166364877466405,0.7135432589422197,0.5626034538584419
Riqueza,2002,0.5503652173873378,0.9429670026375159,0.7466661100124268
Ibirama,2002,0.3334304482567684,0.5054810673887411,0.41945575782275474
Rio Rufino,2002,0.25711868782151387,0.5006793924517886,0.3788990401366512
Rio Fortuna,2002,0.35126755850013436,0.5647490848770687,0.4580083216886015
Herval d'Oeste,2002,0.41968486162075497,0.6971756461209226,0.5584302538708388
Ibiam,2002,0.3556144891443682,0.6790583919290739,0.5173364405367211
Ilhota,2002,0.2881361539917252,0.44536133759170854,0.3667487457917169
Saltinho,2002,0.43555798142696744,0.8999432240031447,0.6677506027150562
Salete,2002,0.3058946400350108,0.6464214137708482,0.4761580269029295
Romelândia,2002,0.5030512433658736,0.8917997319097901,0.6974254876378319
Içara,2002,0.4504935534257324,0.776473906216507,0.6134837298211198
Rio do Campo,2002,0.3077842396932834,0.6860513830859293,0.49691781138960633
Guabiruba,2002,0.2899516916381818,0.49344294291620205,0.3916973172771919
Guaraciaba,2002,0.5008474798554956,0.9119195624851388,0.7063835211703172
Gravatal,2002,0.41362655725386926,0.6797529082440804,0.5466897327489748
Rio das Antas,2002,0.339180324814817,0.7324977071232041,0.5358390159690105
Guatambú,2002,0.4967324710099445,0.902930555774597,0.6998315133922708
Rio do Sul,2002,0.3580070474767787,0.517476816467951,0.43774193197236483
Guarujá do Sul,2002,0.47868232902122454,0.9428309385509019,0.7107566337860632
Rio do Oeste,2002,0.3506865942478601,0.5728115764801793,0.4617490853640197
Rio dos Cedros,2002,0.2673424830199359,0.5316311578237173,0.3994868204218266
Guaramirim,2002,0.18761951942191668,0.3044280474668616,0.24602378344438913
Presidente Getúlio,2002,0.35796474165645,0.5580352593498423,0.45800000050314615
Garuva,2002,0.21809240565603455,0.42631581788985407,0.3222041117729443
Presidente Castello Branco,2002,0.5037806301607993,0.7092632222561912,0.6065219262084953
Garopaba,2002,0.3426434550288078,0.8132507194558058,0.5779470872423068
Rancho Queimado,2002,0.2580559701309926,0.5054628777262641,0.3817594239286283
Grão-Pará,2002,0.3722776154009042,0.5709646837197941,0.4716211495603492
Presidente Nereu,2002,0.3249401724889944,0.4334151885941959,0.3791776805415952
Gaspar,2002,0.27599965513029473,0.44589283065129504,0.3609462428907949
Quilombo,2002,0.47246564924542334,0.8479646309056277,0.6602151400755255
Governador Celso Ramos,2002,0.35074676080941647,0.6462584880148927,0.4985026244121546
Princesa,2002,0.4875440146857718,0.9378171812901256,0.7126805979879487
Porto Belo,2002,0.37208205879029255,0.5911001996686257,0.4815911292294591
Faxinal dos Guedes,2002,0.48576512725318133,0.8692550698053602,0.6775100985292708
Flor do Sertão,2002,0.5460853002523995,0.8684398247223073,0.7072625624873534
Ponte Alta do Norte,2002,0.2935064948617957,0.6453683888719047,0.4694374418668502
Entre Rios,2002,0.4705552052880623,0.8706817487007029,0.6706184769943826
Doutor Pedrinho,2002,0.3042920259084366,0.5886820383272459,0.44648703211784124
Ponte Serrada,2002,0.44870570922471115,0.8022885094117134,0.6254971093182122
Erval Velho,2002,0.42561243606592103,0.6754120230121452,0.5505122295390331
Ermo,2002,0.37476813725606195,0.7401368890133148,0.5574525131346884
Frei Rogério,2002,0.32836446943653874,0.6643228370528891,0.4963436532447139
Pouso Redondo,2002,0.31437816421790366,0.5790957573287139,0.44673696077330877
Praia Grande,2002,0.30232671701965863,0.6364499107373341,0.4693883138784964
Galvão,2002,0.42579207833767263,0.9907848189719176,0.7082884486547951
Formosa do Sul,2002,0.45206452920416607,0.9006420055029042,0.6763532673535351
Porto União,2002,0.276993066815593,0.8238342723209735,0.5504136695682833
Florianópolis,2002,0.3753043520058082,0.7629365296511845,0.5691204408284963
Fraiburgo,2002,0.33035280435613856,0.6970345460103944,0.5136936751832665
Forquilhinha,2002,0.43904588021282226,0.6783894397451352,0.5587176599789787
Curitibanos,2002,0.3055882103190607,0.635615420120968,0.4706018152200144
Cunhataí,2002,0.48850323089807673,0.8443953822490664,0.6664493065735716
Pinheiro Preto,2002,0.38123915541576237,0.7135432589422197,0.547391207178991
Balneário Piçarras,2002,0.3424901055064606,0.5148598735282836,0.42867498951737204
Pinhalzinho,2002,0.47985140062092424,0.789055334760012,0.6344533676904681
Cunha Porã,2002,0.4875644893886322,0.7968298917136936,0.6421971905511629
Pomerode,2002,0.2367108727996131,0.39559767655151357,0.31615427467556334
Dionísio Cerqueira,2002,0.4863311758871113,0.9507184347294405,0.7185248053082759
Ponte Alta,2002,0.27769126710286973,0.5921243380242799,0.4349078025635748
Dona Emma,2002,0.3598038229627703,0.5961479669825742,0.47797589497267223
Piratuba,2002,0.5784171472115954,1.0,0.7892085736057977
Descanso,2002,0.5544532871261526,0.8860077244226897,0.7202305057744212
Planalto Alegre,2002,0.4882391351043417,0.8573844276653009,0.6728117813848213
Cocal do Sul,2002,0.44721638496292154,0.6324263731784368,0.5398213790706792
Cordilheira Alta,2002,0.47405732690706015,0.908662323706749,0.6913598253069047
Penha,2002,0.39383031848755096,0.5847855617382761,0.48930794011291356
Concórdia,2002,0.5054139390249586,0.7421798605267717,0.6237968997758652
Celso Ramos,2002,0.46148740395206445,0.7104987269731914,0.585993065462628
Paulo Lopes,2002,0.30812844867215594,0.6723624828675113,0.49024546576983363
Caxambu do Sul,2002,0.5028624483018465,0.8575709030116083,0.6802166756567274
Pedras Grandes,2002,0.43255099517127676,0.5866813626971396,0.5096161789342082
Chapecó,2002,0.4900717383480692,0.9463960657245162,0.7182339020362927
Chapadão do Lageado,2002,0.3240074238911321,0.45045202428265735,0.3872297240868947
Cerro Negro,2002,0.39220221897588786,0.5586466931621323,0.47542445606901007
Petrolândia,2002,0.3183243441934702,0.48520669859709953,0.4017655213952849
Corupá,2002,0.24173539918727144,0.5227759095077958,0.3822556543475336
Criciúma,2002,0.44738277936372595,0.6711889115969257,0.5592858454803258
Correia Pinto,2002,0.2626859937656574,0.5667620873979784,0.4147240405818179
Peritiba,2002,0.5142129376557661,0.6775497978133891,0.5958813677345776
Coronel Freitas,2002,0.4969265325277468,0.7839623253965402,0.6404444289621435
Pescaria Brava,2002,0.37787388354400275,0.8665493340439934,0.6222116087939981
Coronel Martins,2002,0.438893145150671,0.9586059309079791,0.698749538029325
Palma Sola,2002,0.46695660751307666,0.9471109752369308,0.7070337913750038
Canoinhas,2002,0.33999412067424195,0.8711505146234587,0.6055723176488503
Balneário Rincão,2002,0.44904440065153617,0.8825429187843018,0.665793659717919
Ouro,2002,0.497039283069267,0.6962193009273412,0.5966292919983041
Campos Novos,2002,0.38157145516334107,0.6396490782120029,0.510610266687672
Palhoça,2002,0.3238319226743082,0.7169729461148463,0.5204024343945772
Painel,2002,0.25703029592711096,0.45078762329240996,0.35390895960976043
Canelinha,2002,0.3147318179700267,0.5331857998271857,0.4239588088986062
Paial,2002,0.5089644417567054,0.9708950189403054,0.7399297303485054
Ouro Verde,2002,0.4765773175705249,0.9242433506572911,0.7004103341139081
Papanduva,2002,0.32565577771728604,0.7898680943397633,0.5577619360285246
Catanduvas,2002,0.4535870325386919,0.7486729107028712,0.6011299716207816
Passos Maia,2002,0.4197993277678238,0.8267400387241419,0.6232696832459829
Passo de Torres,2002,0.3531339222018059,0.8208942317282506,0.5870140769650283
Paraíso,2002,0.5245440776094565,0.9079792112503822,0.7162616444299194
Capinzal,2002,0.529529360557605,0.8630051990842765,0.6962672798209408
Palmeira,2002,0.27482834119102906,0.5553041883216144,0.41506626475632175
Capivari de Baixo,2002,0.3714028803968935,0.8130428280446216,0.5922228542207575
Palmitos,2002,0.5174294462122168,0.902634166025245,0.710031806118731
Nova Itaberaba,2002,0.5037966865734373,0.8445012824467766,0.674148984510107
Xavantina,2002,0.48001064131866145,0.8641178550515659,0.6720642481851137
Capão Alto,2002,0.3471092777596633,0.4876621391448663,0.4173857084522648
Nova Erechim,2002,0.49460533589077127,0.7754369379500418,0.6350211369204065
Xaxim,2002,0.4812070677919513,0.8908186649166929,0.6860128663543221
Nova Trento,2002,0.29088530127783035,0.5197549965632285,0.4053201489205295
Campo Alegre,2002,0.22836144945383763,0.5288902476306943,0.37862584854226594
Xanxerê,2002,0.49602554824712775,0.8634668297156833,0.6797461889814056
Navegantes,2002,0.3623484652967299,0.5462104077986244,0.45427943654767716
Caibi,2002,0.5289905653754117,0.9062850980432212,0.7176378317093164
Camboriú,2002,0.36501759835779685,0.5504527772963991,0.457735187827098
Calmon,2002,0.2885508180727845,0.7834912870681753,0.5360210525704798
Orleans,2002,0.4043475014899004,0.5645941190306837,0.48447081026029204
Zortéa,2002,0.5168066496317583,0.8335480005990714,0.6751773251154148
Campo Erê,2002,0.4267981952490647,0.9354692754509327,0.6811337353499987
Otacílio Costa,2002,0.28570511985109687,0.5406841264988624,0.4131946231749797
Novo Horizonte,2002,0.43708215443526394,0.9623968205441762,0.69973948748972
Nova Veneza,2002,0.41080793270844085,0.6110456329048246,0.5109267828066327
Campo Belo do Sul,2002,0.3625436115520302,0.540235741703183,0.4513896766276066
Vargeão,2002,0.46459532919025137,0.8658921838377664,0.6652437565140089
Modelo,2002,0.47079323575064647,0.8068888209517988,0.6388410283512227
Vidal Ramos,2002,0.3107569606479598,0.44756131897797613,0.379159139812968
Mondaí,2002,0.5850604401538684,1.0,0.7925302200769342
Botuverá,2002,0.2969581455439299,0.5019588018836693,0.3994584737137996
Vargem Bonita,2002,0.4351783361162543,0.7692802780414809,0.6022293070788676
Braço do Norte,2002,0.42631731495765923,0.588641073210393,0.5074791940840262
Vargem,2002,0.313840811711113,0.6172963835488339,0.46556859762997344
Urussanga,2002,0.4381303171321184,0.6206053194741672,0.5293678183031428
Meleiro,2002,0.4161973496742712,0.6954042632926013,0.5558008064834362
Urupema,2002,0.2572497029738463,0.46163538952105393,0.3594425462474501
Bom Retiro,2002,0.26703922908388344,0.47537597990001124,0.37120760449194734
Bom Jesus do Oeste,2002,0.45551281277450784,0.8505044328951393,0.6530086228348235
Mirim Doce,2002,0.2953922534964306,0.6281999710373459,0.46179611226688827
Vitor Meireles,2002,0.3308937066199874,0.6411366232763203,0.48601516494815383
Caçador,2002,0.32527626025993905,0.759058391929074,0.5421673260945066
Morro Grande,2002,0.3750163671445999,0.6089883948206225,0.4920023809826112
Witmarsum,2002,0.3459343196068092,0.6170725907809369,0.48150345519387305
Morro da Fumaça,2002,0.446437501905254,0.7062611709238356,0.5763493364145448
Monte Carlo,2002,0.3193118098797545,0.6657155474031051,0.4925136786414298
Brunópolis,2002,0.3146496426798979,0.6334454295322535,0.4740475361060757
Braço do Trombudo,2002,0.3184865247518017,0.5576276368083156,0.43805708078005867
Videira,2002,0.3530024523768732,0.7151522952903508,0.534077373833612
Monte Castelo,2002,0.31481380965092765,0.7666506529239641,0.5407322312874459
Brusque,2002,0.3053869586773885,0.516000172043196,0.4106935653602923
Trombudo Central,2002,0.35077175050033726,0.5440232344848673,0.4473974924926023
Maracajá,2002,0.4256261296388316,0.7531071607130136,0.5893666451759226
Benedito Novo,2002,0.2931492952788227,0.5117701008865795,0.4024596980827011
Biguaçu,2002,0.303990149900034,0.572103786583485,0.4380469682417595
Major Vieira,2002,0.314256328185366,0.8209204430543471,0.5675883856198565
Barra Velha,2002,0.3149029886566981,0.46541902051562545,0.39016100458616176
Barra Bonita,2002,0.519684805419512,0.8966676857230206,0.7081762455712663
Bandeirante,2002,0.5357280781546502,0.8877145477573483,0.7117213129559992
Balneário Gaivota,2002,0.3754363261573403,0.834098769034416,0.6047675475958781
Balneário Barra do Sul,2002,0.27556427722031546,0.41276202377081556,0.3441631504955655
Treze Tílias,2002,0.39772384303418523,0.7392234790583921,0.5684736610462887
Belmonte,2002,0.5358987825076856,0.8636502598593702,0.6997745211835279
Bela Vista do Toldo,2002,0.3184021369259342,0.840679324049379,0.5795407304876565
União do Oeste,2002,0.4749222360154317,0.8015897279119534,0.6382559819636926
Bombinhas,2002,0.40919508801466065,0.6341268677289215,0.5216609778717911
Urubici,2002,0.2578551479187252,0.4927662162792344,0.3753106820989798
Bom Jesus,2002,0.48482256466724416,0.9193926424131257,0.702107603540185
Tunápolis,2002,0.5453068162831038,0.9053779045710908,0.7253423604270973
Matos Costa,2002,0.26001096942627305,0.8039242933770602,0.5319676314016666
Marema,2002,0.47532743729740773,0.8115473642835305,0.6434374007904691
Bom Jardim da Serra,2002,0.2747434006016684,0.48768186748214143,0.3812126340419049
Tubarão,2002,0.389016016207408,0.7225401311144659,0.555778073660937
Maravilha,2002,0.48692181339548607,0.8320255443459355,0.6594736788707107
Turvo,2002,0.3793727074514005,0.67507527606625,0.5272239917588253
Bocaina do Sul,2003,0.2564020633123201,0.4915970257287624,0.3739995445205413
Massaranduba,2003,0.2640318949000907,0.47195641381074277,0.3679941543554167
Blumenau,2003,0.23050074390129655,0.3506832488868418,0.2905919963940692
Timbé do Sul,2003,0.35499967949685474,0.49664485178857953,0.42582226564271713
Lontras,2003,0.2503738373421309,0.4660776349399106,0.35822573614102077
Ascurra,2003,0.24724209487399565,0.42855826807922603,0.33790018147661083
Tigrinhos,2003,0.44067655440071063,0.8734223859972364,0.6570494701989735
Arroio Trinta,2003,0.40464555225646204,0.7585076001842471,0.5815765762203546
Lindóia do Sul,2003,0.34124699478618714,0.7813296483955166,0.5612883215908518
Tijucas,2003,0.27026900852605695,0.45866572393848526,0.3644673662322711
Arvoredo,2003,0.37560741303450806,0.712574850299401,0.5440911316669546
Leoberto Leal,2003,0.21970040221671033,0.3705096594142035,0.2951050308154569
Treviso,2003,0.4819953150125075,0.5807461999078769,0.5313707574601922
Balneário Arroio do Silva,2003,0.553997814973408,1.0,0.7769989074867041
Treze de Maio,2003,0.557177046877075,0.7837632562217457,0.6704701515494104
Major Gercino,2003,0.22540520664820232,0.3761294934713699,0.3007673500597861
Balneário Camboriú,2003,0.38581284767481827,0.5902644575450855,0.4880386526099519
Macieira,2003,0.3920212029813447,0.7737316575639931,0.5828764302726689
Luzerna,2003,0.3941340086360543,0.7406725011515434,0.5674032548937988
Timbó,2003,0.23580229123956198,0.39005066789497894,0.3129264795672705
Luiz Alves,2003,0.30637733898207614,0.5846233129314505,0.44550032595676337
Três Barras,2003,0.365163125786319,0.7751601691721453,0.5701616474792321
Atalanta,2003,0.24224475946277294,0.5051312759097193,0.3736880176862461
Mafra,2003,0.34398533063608316,0.7233831712873632,0.5336842509617232
Timbó Grande,2003,0.3636600729201578,0.7633233532934135,0.5634917131067856
Aurora,2003,0.24185057245673575,0.4808106863196684,0.36133062938820204
Siderópolis,2003,0.4623509432729133,0.5523984997038889,0.5073747214884011
Laguna,2003,0.4331761060044644,1.0,0.7165880530022322
Antônio Carlos,2003,0.25308881882560275,0.47663696054396326,0.364862889684783
Serra Alta,2003,0.45151732367785546,0.8582220175034547,0.6548696705906552
Lajeado Grande,2003,0.4588202391103935,0.8615070051083067,0.6601636221093501
Arabutã,2003,0.32388080831499777,0.7351977363953413,0.5295392723551695
Apiúna,2003,0.23819264750892233,0.4239804414838962,0.3310865444964093
Seara,2003,0.3442105853897796,0.7045601105481346,0.5243853479689571
Lages,2003,0.3355237583757714,0.5234701161611086,0.42949693726844
Anitápolis,2003,0.2790608947116118,0.5303973224490269,0.40472910858031935
Taió,2003,0.3070824063248079,0.6066204389557682,0.45685142264028805
Lauro Müller,2003,0.4259800290624842,0.5490820556688819,0.48753104236568306
Tangará,2003,0.40185995344526704,0.7050255763776093,0.5534427649114382
Lebon Régis,2003,0.3814569325562701,0.7169857208659606,0.5492213267111153
Armazém,2003,0.37135196453835895,0.6604125666733194,0.5158822656058392
Sombrio,2003,0.4658854060891576,0.8380185121700378,0.6519519591295977
Laurentino,2003,0.25894232311336207,0.5162597881160754,0.38760105561471875
Araquari,2003,0.28123816881268066,0.5675350835759976,0.4243866261943391
Sul Brasil,2003,0.46247858497764616,0.8639336711192998,0.6632061280484729
Araranguá,2003,0.5359141393807405,0.9121503760914718,0.7240322577361061
Alfredo Wagner,2003,0.22731404032652305,0.413756992697029,0.32053551651177603
São Miguel da Boa Vista,2003,0.43480568446575285,0.8825426070935052,0.658674145779629
Jardinópolis,2003,0.4742834778434014,0.8568401658222017,0.6655618218328015
São Martinho,2003,0.351053815507868,0.6718035562363359,0.511428685872102
Alto Bela Vista,2003,0.3698836584828985,0.6711745739290648,0.5205291162059816
Jaraguá do Sul,2003,0.25049483095730285,0.36513921758604834,0.30781702427167557
São Lourenço do Oeste,2003,0.527865778743512,0.9660064486411795,0.7469361136923458
Águas Frias,2003,0.4704537042105619,0.8829295714349517,0.6766916378227568
São Ludgero,2003,0.4562175688018192,0.6145991584300114,0.5354083636159153
Jaguaruna,2003,0.5611179027288495,0.9963533351289533,0.7787356189289014
Águas Mornas,2003,0.2895072113788889,0.5358364142850969,0.4126718128319929
José Boiteux,2003,0.2676145338064879,0.5488978087780486,0.40825617129226827
Saudades,2003,0.4596400672474978,0.8615446178918975,0.6605923425696977
Joinville,2003,0.26579593120896994,0.5133943585486135,0.3895951448787917
Schroeder,2003,0.25154791306310514,0.4242516914910398,0.3378998022770725
Angelina,2003,0.24297491581666816,0.4236154594942864,0.3332951876554773
Lacerdópolis,2003,0.3901996240467619,0.7134039613081525,0.5518017926774572
Anita Garibaldi,2003,0.3958635154174491,0.5872754491017966,0.4915694822596228
Jupiá,2003,0.564326926594796,1.0,0.7821634632973979
São Miguel do Oeste,2003,0.43842296407072223,0.890373099953938,0.6643980320123302
Joaçaba,2003,0.380208443998964,0.7328774403855012,0.5565429421922325
Anchieta,2003,0.47910352055434624,0.9155228005527406,0.6973131605535434
São Pedro de Alcântara,2003,0.2717757518868338,0.5105141371224242,0.391144944504629
Itapoá,2003,0.2993627429121367,0.8008811109869446,0.5501219269495407
São José,2003,0.25386990570223744,0.5879399630335663,0.4209049343679019
Itapiranga,2003,0.4311826428393167,0.8480515891294333,0.639617115984375
Agrolândia,2003,0.2522812622252513,0.5180654076462459,0.38517333493574857
São João do Sul,2003,0.4102936801384835,0.7146040452519712,0.5624488626952273
Abdon Batista,2003,0.39448263412413664,0.6138101419538547,0.5041463880389957
Itajaí,2003,0.3229865622798255,0.4679657507502795,0.3954761565150525
São Joaquim,2003,0.3011495483318971,0.5372706421736451,0.4192100952527711
Itapema,2003,0.35359400498117677,0.5322356517999749,0.44291482839057583
Abelardo Luz,2003,0.47790990230447483,0.9254721326577615,0.7016910174811182
São José do Cerrito,2003,0.37334630815542247,0.5853415341263176,0.47934392114087004
Jaborá,2003,0.352442349750429,0.7373560571165366,0.5448992034334827
