municipio,ano,risk_norm_without_GDP,risk_norm_without_GDP_lag1,hazard_index,hazard_index_lag1,hazard_index_lag2,risk_norm_without_GDP_lag2,risk_mean_3yr_without_GDP,climate_risk_index_without_GDP,vulnerability_index_without_GDP,real_gdp,va_industrial_2010,va_agro_2010,log_real_gdp,log_va_industrial_2010,log_va_agro_2010,gdp_growth_log,va_industrial_growth_log,va_agro_growth_log,growth_effect_0_1_risk_lag1_log_points,growth_effect_0_1_risk_lag1_percent_points,impact_note
IBIRAMA,2016,0.051346866080728346,0.08930971670975789,0.4151138571552202,0.3856121805130762,0.4115178092615197,0.07884551283715618,0.07316736520921414,0.008692193034250789,0.038888229870000804,601811.2835825941,53191.838584572906,11873.13294233454,13.307699192724133,10.88166025349679,9.382033390632882,-0.0565468355952401,-0.16070738151931963,0.09246212337925108,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
IBIRAMA,2017,0.06984330861168649,0.051346866080728346,0.3700840783641221,0.4151138571552202,0.3856121805130762,0.08930971670975789,0.07016663046739091,0.008538716901682099,0.041122500075978896,630995.3237514305,57716.12796706148,13673.312970992247,13.355053730642373,10.963291927599897,9.523201253756197,0.04735453791824007,0.08163167410310734,0.14116786312331442,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
IBIRAMA,2018,0.041273693753122245,0.06984330861168649,0.512651165165227,0.3700840783641221,0.4151138571552202,0.051346866080728346,0.05415462281517902,0.007987942117067832,0.030225952077936102,636003.7103220768,59776.69156175258,10049.548908091303,13.362959676144985,10.998371090742559,9.215283027712836,0.007905945502612255,0.035079163142661685,-0.30791822604336083,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
IBIRAMA,2019,0.040123964659647224,0.041273693753122245,0.3209654289088058,0.512651165165227,0.3700840783641221,0.06984330861168649,0.05041365567481865,0.004520739721401522,0.0261068856140563,647187.2608766151,61422.4080422378,10113.644091186086,13.380390961091127,11.02552999938449,9.221640691302156,0.017431284946141545,0.02715890864193149,0.006357663589319884,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
IBIRAMA,2020,0.038861649141454464,0.040123964659647224,0.6099545044289036,0.3209654289088058,0.512651165165227,0.041273693753122245,0.04008643585140798,0.008791968415542223,0.027027625890067252,627702.9732654102,57398.27678866692,13275.145731241772,13.34982236105625,10.957769560753652,9.493648823921204,-0.03056860003487749,-0.06776043863083814,0.27200813261904777,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
IBIRAMA,2021,0.024576034146407716,0.038861649141454464,0.3871299889204483,0.6099545044289036,0.3209654289088058,0.040123964659647224,0.034520549315836466,0.005128979215656954,0.0250016105642621,684140.0987482909,71220.32131307095,11983.876729539797,13.435917998362795,11.17353346837833,9.391317419450742,0.08609563730654557,0.21576390762467845,-0.10233140447046196,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2002,0.0903913311234043,,0.6134837298211198,,,,,0.009092481242958025,0.07085878995947345,1533170.5646815193,183971.266126027,61418.1657752206,14.24284841368796,12.122534862037963,11.025460929908714,,,,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2003,0.09074208902796485,0.0903913311234043,0.7150611365452003,0.6134837298211198,,,,0.008539908761825341,0.0555740746435084,1640274.4071358205,191584.538430393,62377.1639731927,14.310374107227993,12.163084444135324,11.040954525409031,0.06752569354003235,0.040549582097360926,0.015493595500316815,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2004,0.09311262486213713,0.09074208902796485,0.7421712557900632,0.7150611365452003,0.6134837298211198,0.0903913311234043,0.09141534833783543,0.009075136237146335,0.053508502322199045,1736613.2497941577,223214.306378817,54407.665050259,14.367447366312478,12.315887604114476,10.9042603245775,0.05707325908448446,0.15280315997915217,-0.13669420083153128,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2005,0.10025291567007873,0.09311262486213713,0.6641397425551592,0.7421712557900632,0.7150611365452003,0.09074208902796485,0.0947025431867269,0.009646149988729277,0.06600906699091509,1849137.643098544,236527.922906351,55791.5451571396,14.430229949512361,12.373821547202033,10.929377616407645,0.06278258319988339,0.05793394308755673,0.02511729183014566,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2006,0.08163132750593947,0.10025291567007873,0.6301258064039956,0.6641397425551592,0.7421712557900632,0.09311262486213713,0.0916656226793851,0.010027232717582879,0.057392830268842454,1937704.9878450711,253365.126764223,46914.2281400572,14.477014834791296,12.44258691610498,10.756076280282665,0.04678488527893521,0.06876536890294815,-0.17330133612498066,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2007,0.04812844565650366,0.08163132750593947,0.6435449085740812,0.6301258064039956,0.6641397425551592,0.10025291567007873,0.07667089627750728,0.006189964532201207,0.034820712149728,2046247.1936402016,288017.235804376,35745.9426099879,14.531518036201765,12.570775603870322,10.484192048254375,0.05450320141046916,0.1281886877653413,-0.27188423202828993,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2008,0.07330211868564362,0.04812844565650366,0.6631267992970985,0.6435449085740812,0.6301258064039956,0.08163132750593947,0.06768729728269558,0.008397867327900266,0.04705144459807295,2290296.613980019,320450.398656204,61110.9727141623,14.644191892898153,12.677482780982789,11.020446715192525,0.11267385669638763,0.10670717711246702,0.5362546669381505,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2009,0.05951127096225829,0.07330211868564362,0.7705752535567537,0.6631267992970985,0.6435449085740812,0.04812844565650366,0.060313945101468515,0.008958869530341933,0.0399863160619914,2345097.694171397,286508.67155283206,67016.4654254704,14.667837619622198,12.565524081879001,11.112693620799837,0.023645726724044636,-0.11195869910378775,0.09224690560731119,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2010,0.04113090703808506,0.05951127096225829,0.6678589904965726,0.7705752535567537,0.6631267992970985,0.07330211868564362,0.05798143222866233,0.006087872667444222,0.0363765120828462,2794924.1841447405,328818.0,52580.0,14.843315538673822,12.703259685191282,10.870091098283872,0.1754779190516249,0.13773560331228119,-0.24260252251596448,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2011,0.039414285931195885,0.04113090703808506,0.6275759071512187,0.6678589904965726,0.7705752535567537,0.05951127096225829,0.04668548797717975,0.005116812442095916,0.0359122018590394,2806383.2931726747,360338.87812307064,44683.003174768564,14.847407128025361,12.794800195780459,10.707348466116073,0.004091589351538971,0.09154051058917645,-0.16274263216779872,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2012,0.04951924952630992,0.039414285931195885,0.5949349786957407,0.6275759071512187,0.6678589904965726,0.04113090703808506,0.04335481416519695,0.006100619906997961,0.03878169629317945,2825849.1259580418,357362.4302863753,48496.2362943644,14.854319452959263,12.786505756669921,10.789241471736316,0.0069123249339018145,-0.00829443911053751,0.08189300562024293,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2013,0.04923516574066555,0.04951924952630992,0.7433738374751152,0.5949349786957407,0.6275759071512187,0.039414285931195885,0.04605623373272378,0.00665821759879742,0.03488686505866905,2997593.471568462,426772.3239164943,55259.871782938804,14.913320348573087,12.96400595075069,10.91980227822388,0.059000895613824156,0.17750019408076945,0.13056080648756385,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
ICARA,2014,0.06614454295495714,0.04923516574066555,0.7394314931798742,0.7433738374751152,0.5949349786957407,0.04951924952630992,0.05496631940731087,0.00891785592714175,0.04464371564421365,3305641.892722663,472855.29447876755,57002.03324315693,15.011141231085459,13.066544689333004,10.950842217113072,0.0978208825123712,0.10253873858231266,0.031039938889191987,-0.005601387790995002,-0.5601387790995003,GDP growth model uses lagged risk_norm_without_GDP and controls for industrial value-added growth at 2010 prices.
