municipio,ano,exposure_index
BALNEARIO BARRA DO SUL,2011,0.07164671914968278
BALNEARIO BARRA DO SUL,2012,0.06990023783281596
BALNEARIO BARRA DO SUL,2013,0.06975126604596658
BALNEARIO BARRA DO SUL,2014,0.0630329108646954
BALNEARIO BARRA DO SUL,2015,0.0675159034688958
BALNEARIO BARRA DO SUL,2016,0.06509594324450721
BALNEARIO BARRA DO SUL,2017,0.061397163043395535
BALNEARIO BARRA DO SUL,2018,0.06000016208984161
BALNEARIO BARRA DO SUL,2019,0.0657006320015616
BALNEARIO BARRA DO SUL,2020,0.06270929305662407
BALNEARIO BARRA DO SUL,2021,0.0545599324334719
BALNEARIO BARRA DO SUL,2022,0.05488044390786888
BALNEARIO BARRA DO SUL,2023,0.04574783911814303
BALNEARIO CAMBORIU,2002,0.1105350088450996
BALNEARIO CAMBORIU,2003,0.108071194926322
BALNEARIO CAMBORIU,2004,0.11174685294738956
BALNEARIO CAMBORIU,2005,0.10242238627722317
BALNEARIO CAMBORIU,2006,0.11627573757656662
BALNEARIO CAMBORIU,2007,0.1194013163741233
BALNEARIO CAMBORIU,2008,0.11233794462180376
BALNEARIO CAMBORIU,2009,0.12189580538821945
BALNEARIO CAMBORIU,2010,0.10079455456795466
BALNEARIO CAMBORIU,2011,0.09254683260318745
BALNEARIO CAMBORIU,2012,0.0967163195713201
BALNEARIO CAMBORIU,2013,0.08617689098429758
BALNEARIO CAMBORIU,2014,0.08838844839901834
BALNEARIO CAMBORIU,2015,0.08256558554185814
BALNEARIO CAMBORIU,2016,0.09000771076130343
BALNEARIO CAMBORIU,2017,0.08903854896993031
BALNEARIO CAMBORIU,2018,0.07990905167634192
BALNEARIO CAMBORIU,2019,0.09621815075722306
BALNEARIO CAMBORIU,2020,0.09824741450716118
BALNEARIO CAMBORIU,2021,0.09138640133496927
BALNEARIO CAMBORIU,2022,0.09083162890002701
BALNEARIO CAMBORIU,2023,0.09157579443296976
BALNEARIO GAIVOTA,2002,0.12205917704120892
BALNEARIO GAIVOTA,2003,0.10043182860365565
BALNEARIO GAIVOTA,2004,0.11418510975410281
BALNEARIO GAIVOTA,2005,0.11752603471813333
BALNEARIO GAIVOTA,2006,0.12631053630716238
BALNEARIO GAIVOTA,2007,0.14783783798536593
BALNEARIO GAIVOTA,2008,0.14767215908187062
BALNEARIO GAIVOTA,2009,0.14536733278531533
BALNEARIO GAIVOTA,2010,0.12886105952059518
BALNEARIO GAIVOTA,2011,0.1270448534672506
BALNEARIO GAIVOTA,2012,0.1258843524469756
BALNEARIO GAIVOTA,2013,0.10965788080462954
BALNEARIO GAIVOTA,2014,0.11370054887462275
